angle,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
270,-0.049464,-0.164577,-0.195072,-0.304887,-0.327579,-0.428848,-0.435233,-0.459640,-0.497769,-0.546199,-0.541270,-0.515017,-0.513775,-0.549395,-0.625662,-0.693642,-0.000229,0.957894,0.820839,0.983295,-0.010201,-0.110383,-0.101363,-0.014338,0.269190,0.318364,0.609986,0.390014,0.318072,0.187497
270,-0.002021,-0.076658,-0.118627,-0.228384,-0.273572,-0.421600,-0.423130,-0.436379,-0.420558,-0.468776,-0.486458,-0.484799,-0.443713,-0.465164,-0.418749,-0.422041,-0.000208,0.987180,0.731610,1.068089,0.087649,-0.208302,-0.174401,-0.071298,0.209691,0.115813,0.566883,0.433117,0.346961,0.240243
270,-0.020137,-0.075588,-0.123990,-0.257303,-0.444034,-0.537698,-0.472707,-0.448445,-0.454576,-0.487389,-0.501457,-0.486563,-0.494248,-0.519129,-0.617214,-0.756692,0.000000,0.722282,0.784889,1.131472,0.000322,-0.363982,-0.216047,0.015097,0.343893,0.518968,0.680627,0.319373,0.723174,0.568634
270,-0.020586,-0.081308,-0.133154,-0.264934,-0.433111,-0.534516,-0.474695,-0.445881,-0.455098,-0.491357,-0.498841,-0.485971,-0.490191,-0.516577,-0.634739,-0.721830,0.000000,0.679792,0.779042,1.139725,-0.001655,-0.348705,-0.212788,0.004154,0.322320,0.608650,0.682088,0.317912,0.675900,0.562296
270,-0.118963,-0.257822,-0.274100,-0.309187,-0.308539,-0.385217,-0.436353,-0.474957,-0.527439,-0.569794,-0.625298,-0.614818,-0.604158,-0.605122,-0.613873,-0.590975,-0.000313,0.772243,0.894695,0.946097,0.017942,-0.013698,-0.006615,0.001052,-0.003749,0.000069,0.674941,0.325059,0.501232,0.350621
270,-0.118714,-0.259572,-0.276695,-0.309688,-0.307804,-0.383378,-0.432243,-0.479603,-0.535172,-0.596834,-0.637921,-0.628417,-0.614291,-0.608960,-0.612940,-0.586905,-0.000333,0.778665,0.895886,0.946651,0.019261,0.028454,0.025508,0.009110,-0.012729,-0.008239,0.675515,0.324485,0.502965,0.348193
270,-0.118354,-0.259610,-0.276740,-0.309739,-0.307735,-0.383538,-0.432342,-0.479662,-0.535349,-0.596793,-0.637932,-0.628765,-0.614371,-0.608704,-0.612742,-0.587281,-0.000333,0.778860,0.895735,0.946490,0.017464,0.029165,0.020831,0.012424,-0.002220,-0.029772,0.675344,0.324656,0.502248,0.347833
270,-0.083917,-0.262761,-0.285617,-0.316556,-0.300784,-0.374371,-0.427956,-0.479143,-0.534579,-0.591192,-0.624170,-0.611258,-0.602411,-0.594740,-0.593671,-0.561407,0.000000,0.746687,0.892189,0.930198,0.028021,0.025491,0.042160,0.013139,-0.031113,0.009949,0.689169,0.310831,0.756846,0.632610
270,-0.030029,-0.132351,-0.175048,-0.234782,-0.377568,-0.486769,-0.472179,-0.449751,-0.467765,-0.510962,-0.519558,-0.498587,-0.508841,-0.515034,-0.590766,-0.676868,-0.000229,0.946041,0.812505,1.062956,0.024263,-0.216880,-0.179118,0.027177,0.254730,0.391069,0.600784,0.399216,0.298447,0.196368
270,-0.029223,-0.132757,-0.177220,-0.236429,-0.381653,-0.489431,-0.474448,-0.449823,-0.469812,-0.511378,-0.519734,-0.499854,-0.511411,-0.522613,-0.610312,-0.758298,-0.000229,0.949060,0.833123,1.062746,0.021156,-0.216450,-0.183667,0.023925,0.255879,0.490338,0.601651,0.398349,0.285594,0.171023
270,-0.029239,-0.132723,-0.177252,-0.236421,-0.381648,-0.489456,-0.474353,-0.449821,-0.469691,-0.511380,-0.519762,-0.499858,-0.511429,-0.522590,-0.610427,-0.758290,-0.000229,0.949053,0.832831,1.062299,0.020282,-0.215135,-0.184468,0.025504,0.256900,0.479055,0.601665,0.398335,0.285647,0.171073
270,-0.009947,-0.070569,-0.142189,-0.131915,-0.136505,-0.240715,-0.305466,-0.348485,-0.398268,-0.465826,-0.412050,-0.352401,-0.311710,-0.264921,-0.220367,-0.093441,-0.000208,0.982890,0.587414,0.868519,0.030958,-0.105367,-0.257079,0.095342,0.113122,-0.073394,0.543812,0.456188,0.323803,0.292080
270,-0.002052,-0.067002,-0.127629,-0.259948,-0.440842,-0.527133,-0.469427,-0.444396,-0.459175,-0.487075,-0.499502,-0.497781,-0.495948,-0.522674,-0.605291,-0.654577,0.000000,0.882295,0.748289,1.124352,-0.041988,-0.359237,-0.221248,0.006553,0.327907,0.486789,0.643029,0.356971,0.484208,0.381424
270,-0.003092,-0.044129,-0.118628,-0.154682,-0.275430,-0.169915,-0.296708,-0.397522,-0.387817,-0.296925,-0.233316,-0.229856,-0.043156,-0.057562,0.017716,0.015708,0.000000,0.288882,0.531685,0.893135,0.088973,-0.232677,-0.271373,0.149283,0.471184,0.667015,0.560191,0.439809,1.210787,1.323725
270,-0.000930,0.027235,-0.010646,-0.007074,-0.003255,-0.008230,-0.008378,-0.008712,0.003983,-0.005759,0.002565,0.005163,0.002624,0.020373,0.031534,-0.007509,-0.000875,-0.040433,-0.087877,0.660196,0.312638,0.862295,0.426584,1.211346,0.498135,1.079946,0.501135,0.498865,1.487421,1.484153
270,-0.003432,-0.007830,0.012653,-0.001360,0.001860,0.012201,0.002889,-0.006934,-0.002944,-0.002348,0.009414,-0.000077,-0.008113,-0.014624,-0.001454,0.021547,0.000896,-0.037622,0.036457,0.427243,0.317581,0.758901,0.242988,1.102980,0.596261,1.075968,0.498229,0.501771,1.484390,1.486961
270,-0.096993,-0.269070,-0.281988,-0.287834,-0.276765,-0.368027,-0.413634,-0.441757,-0.501343,-0.541159,-0.543277,-0.516846,-0.438981,-0.485025,-0.475825,-0.469492,-0.000271,0.602443,0.880867,0.886551,0.031102,0.047982,-0.003701,-0.044673,0.013080,-0.007651,0.672017,0.327983,0.947442,0.928040
270,-0.119377,-0.259850,-0.275378,-0.310708,-0.306952,-0.386792,-0.431145,-0.482145,-0.534397,-0.600457,-0.634469,-0.627764,-0.615320,-0.608288,-0.613781,-0.583675,-0.000333,0.778932,0.895804,0.945526,0.018837,0.031542,0.027834,0.019154,-0.015984,-0.008199,0.674405,0.325595,0.493246,0.342339
270,-0.118589,-0.259826,-0.275415,-0.310694,-0.306935,-0.386765,-0.431045,-0.482104,-0.534763,-0.600169,-0.634045,-0.626912,-0.615562,-0.608872,-0.613397,-0.583700,-0.000333,0.777516,0.895680,0.944682,0.016184,0.034710,0.026453,0.019142,-0.011812,-0.008026,0.674869,0.325131,0.497672,0.345465
270,-0.118422,-0.259826,-0.275453,-0.310593,-0.306903,-0.386750,-0.431140,-0.482285,-0.534810,-0.599690,-0.634103,-0.626214,-0.615773,-0.608815,-0.614417,-0.583775,-0.000333,0.777803,0.894950,0.945192,0.019273,0.034793,0.027899,0.020285,-0.001189,-0.005709,0.674587,0.325413,0.495860,0.345061
270,-0.089427,-0.255608,-0.277077,-0.312179,-0.304891,-0.367402,-0.420389,-0.474794,-0.533356,-0.584068,-0.625749,-0.601802,-0.604233,-0.595660,-0.594645,-0.543999,0.000000,0.739853,0.893693,0.940446,0.018874,0.043715,0.019421,-0.001510,-0.031645,0.010687,0.681897,0.318103,0.720653,0.626415
270,-0.035507,-0.132341,-0.181855,-0.297039,-0.396909,-0.505745,-0.473315,-0.437544,-0.463564,-0.519095,-0.535221,-0.517519,-0.506224,-0.553499,-0.623879,-0.710720,-0.000229,0.944619,0.811448,1.011716,-0.074780,-0.286577,-0.197178,0.011465,0.276362,0.384045,0.611307,0.388693,0.294445,0.179899
270,-0.036097,-0.132180,-0.181529,-0.296205,-0.396888,-0.506505,-0.472824,-0.437510,-0.463304,-0.518512,-0.534311,-0.516809,-0.504999,-0.552523,-0.624949,-0.711961,-0.000229,0.945819,0.820832,1.015965,-0.069518,-0.280711,-0.210560,0.006232,0.248546,0.372712,0.611442,0.388558,0.292874,0.180824
270,-0.036095,-0.132201,-0.181548,-0.296106,-0.397044,-0.506459,-0.472734,-0.437534,-0.463259,-0.518497,-0.534292,-0.516754,-0.505027,-0.552508,-0.624835,-0.712181,-0.000229,0.945809,0.820543,1.025269,-0.067420,-0.277995,-0.211184,0.006162,0.248678,0.354659,0.611452,0.388548,0.292936,0.180865
270,-0.010945,-0.084666,-0.106625,-0.246140,-0.357921,-0.492840,-0.472519,-0.427185,-0.443692,-0.467853,-0.494845,-0.509604,-0.483409,-0.560715,-0.664825,-0.756983,-0.000229,0.973966,0.738450,1.204612,0.010201,-0.330811,-0.202882,-0.074665,0.331376,0.551548,0.599196,0.400804,0.326798,0.177776
270,0.000931,-0.057221,-0.130215,-0.250104,-0.450720,-0.544281,-0.467059,-0.443473,-0.457493,-0.488370,-0.496212,-0.483831,-0.497813,-0.514202,-0.617342,-0.585598,0.000000,0.889604,0.773437,1.123623,-0.015632,-0.353288,-0.203928,-0.017640,0.315600,0.556907,0.652387,0.347613,0.549380,0.436517
270,0.003661,-0.044475,-0.148449,-0.234335,-0.402925,-0.437669,-0.426284,-0.451611,-0.434828,-0.444496,-0.421772,-0.413670,-0.315704,-0.235893,-0.167500,-0.074015,0.000000,0.656729,0.616428,0.964957,0.051069,-0.370682,-0.152880,-0.004835,0.071493,0.339571,0.621500,0.378500,0.990307,1.098217
270,-0.013968,-0.005932,-0.028023,-0.020115,-0.024992,-0.031335,-0.010570,-0.025932,-0.007244,-0.008762,-0.001744,-0.016929,0.019456,0.012736,0.008519,0.010920,-0.000875,-0.029799,0.339928,0.166810,0.178870,0.389773,0.392606,0.590356,0.380030,0.728414,0.500938,0.499062,1.464414,1.473462
270,-0.000263,-0.001294,-0.006930,-0.005947,0.016885,0.007825,0.017566,-0.009728,-0.003395,-0.000188,0.002073,0.009182,-0.018787,-0.017256,-0.004041,0.016110,-0.000854,-0.037562,0.075274,0.464760,0.115466,0.900520,0.206432,1.223464,0.464331,1.246184,0.501032,0.498968,1.484687,1.484644
270,-0.003556,0.026558,0.001494,-0.005245,-0.009252,-0.011487,-0.001300,-0.004782,0.001421,-0.009296,0.003554,-0.001602,0.014524,0.016113,0.030753,-0.007158,-0.000875,-0.036518,0.032186,0.554746,0.249248,0.758628,0.455098,1.307640,0.454617,1.086011,0.499833,0.500167,1.485910,1.483610
270,-0.002730,-0.006511,0.001090,0.003358,0.012554,0.013358,-0.006085,-0.016488,-0.012154,0.020176,0.013955,0.005081,-0.022952,-0.006978,-0.005640,0.013855,-0.000875,-0.035828,0.197762,0.403481,0.379025,0.683298,0.205098,1.110923,0.472396,1.195016,0.498798,0.501202,1.485386,1.488044
270,-0.122567,-0.259376,-0.275728,-0.311385,-0.306180,-0.385486,-0.430710,-0.480532,-0.534103,-0.599790,-0.638745,-0.627074,-0.615458,-0.608862,-0.616900,-0.578147,-0.000333,0.785235,0.899106,0.943820,0.021144,0.032776,0.031040,0.024834,-0.019430,-0.017937,0.671813,0.328187,0.461951,0.323578
270,-0.119429,-0.259396,-0.276390,-0.311012,-0.305492,-0.384592,-0.430771,-0.479763,-0.534907,-0.599293,-0.637554,-0.627274,-0.614816,-0.608590,-0.618029,-0.582487,-0.000333,0.778427,0.896104,0.946574,0.020747,0.034569,0.032994,0.020836,-0.015225,-0.015906,0.674969,0.325031,0.497868,0.344660
270,-0.119112,-0.259405,-0.276445,-0.311026,-0.305524,-0.384642,-0.430860,-0.479681,-0.534871,-0.599657,-0.637208,-0.627697,-0.615003,-0.608156,-0.618400,-0.582697,-0.000333,0.778220,0.895773,0.946329,0.019605,0.034450,0.027299,0.013803,-0.014191,-0.013778,0.674956,0.325044,0.498636,0.345791
270,-0.086519,-0.265607,-0.273416,-0.325807,-0.291178,-0.374562,-0.415892,-0.473683,-0.529169,-0.598285,-0.627210,-0.622559,-0.611814,-0.596259,-0.613194,-0.585995,0.000000,0.739897,0.854501,0.939738,0.038788,0.030359,0.044711,0.006876,0.015120,-0.039615,0.698408,0.301592,0.764343,0.585073
270,-0.037054,-0.138656,-0.191495,-0.267345,-0.361081,-0.488967,-0.446148,-0.447917,-0.455803,-0.530452,-0.520968,-0.497076,-0.507711,-0.542756,-0.620937,-0.672745,-0.000229,0.941850,0.831053,1.091227,0.036223,-0.230483,-0.148571,0.032698,0.308914,0.455750,0.606024,0.393976,0.295422,0.188424
270,-0.027399,-0.129164,-0.181050,-0.263230,-0.368565,-0.490250,-0.444517,-0.445741,-0.459386,-0.527446,-0.520335,-0.498365,-0.508109,-0.544254,-0.624401,-0.690389,-0.000229,0.955913,0.812531,1.087759,0.044827,-0.232226,-0.162793,0.013991,0.309113,0.502004,0.598183,0.401817,0.277968,0.166959
270,-0.027409,-0.129186,-0.181073,-0.263154,-0.368727,-0.490305,-0.444565,-0.445750,-0.459402,-0.527312,-0.520292,-0.498392,-0.508181,-0.544177,-0.624573,-0.690412,-0.000229,0.955910,0.812336,1.087386,0.044364,-0.233742,-0.163158,-0.002462,0.299670,0.512627,0.598214,0.401786,0.278025,0.167001
270,-0.014026,-0.076194,-0.126802,-0.249881,-0.442207,-0.512141,-0.455818,-0.442347,-0.455168,-0.484691,-0.506549,-0.517320,-0.488291,-0.495988,-0.554526,-0.612060,-0.000229,0.987216,0.782129,1.091867,-0.001844,-0.346521,-0.197561,0.008332,0.210320,0.374999,0.559550,0.440450,0.219357,0.140853
270,-0.002830,-0.070513,-0.121449,-0.261821,-0.429132,-0.533334,-0.471737,-0.449923,-0.459666,-0.490139,-0.494217,-0.489742,-0.487312,-0.527180,-0.605125,-0.712816,-0.000229,0.942371,0.738697,1.126973,-0.000682,-0.348481,-0.195912,0.006048,0.322771,0.601910,0.626717,0.373283,0.457383,0.323757
270,-0.014340,-0.025289,-0.142256,-0.252093,-0.438151,-0.458304,-0.425432,-0.427565,-0.448091,-0.413643,-0.366410,-0.286725,-0.290703,-0.213100,-0.218266,0.006899,0.000000,0.549352,0.733619,1.003629,0.017649,-0.361310,-0.151566,0.001834,0.258723,0.597591,0.610241,0.389759,0.914306,1.048178
270,0.006441,-0.000631,-0.010696,-0.002324,-0.000231,0.008951,0.001315,0.001050,-0.023279,-0.007538,-0.003364,-0.002925,-0.026944,-0.006935,-0.010622,-0.008798,-0.000875,-0.037094,0.095932,0.377937,0.287470,0.830487,0.304127,0.956721,0.480208,1.160356,0.502176,0.497824,1.487092,1.486741
270,-0.086080,-0.268770,-0.278375,-0.269646,-0.295094,-0.343397,-0.395401,-0.436619,-0.507552,-0.499110,-0.516821,-0.497226,-0.365813,-0.481624,-0.465555,-0.476366,-0.000250,0.486473,0.930634,0.942974,0.006926,0.064501,-0.006251,-0.031822,0.041541,0.150168,0.674518,0.325482,1.033741,1.029948
270,-0.119009,-0.259123,-0.276921,-0.312153,-0.301125,-0.386531,-0.433697,-0.481159,-0.536863,-0.597490,-0.638190,-0.630836,-0.618015,-0.611993,-0.616972,-0.582625,-0.000333,0.776692,0.895223,0.946734,0.021684,0.036356,0.035559,0.008570,-0.007556,-0.006175,0.674703,0.325297,0.494877,0.342795
270,-0.118229,-0.259080,-0.276965,-0.312226,-0.301115,-0.386361,-0.433704,-0.481254,-0.536961,-0.597347,-0.637488,-0.630574,-0.617172,-0.612133,-0.617233,-0.584162,-0.000333,0.775089,0.895223,0.946962,0.018309,0.034910,0.034463,0.009850,-0.009720,-0.012118,0.675170,0.324830,0.500087,0.346975
270,-0.118245,-0.259030,-0.276906,-0.312471,-0.301057,-0.386396,-0.433683,-0.481201,-0.536997,-0.597086,-0.637536,-0.630832,-0.617639,-0.612353,-0.616706,-0.583782,-0.000333,0.775388,0.895496,0.945717,0.018634,0.034850,0.024639,0.012094,-0.010147,-0.025700,0.674961,0.325039,0.498281,0.346366
270,-0.087582,-0.260936,-0.283064,-0.314415,-0.303812,-0.371297,-0.420961,-0.478136,-0.529157,-0.590681,-0.624679,-0.619341,-0.601880,-0.599566,-0.580748,-0.561058,0.000000,0.742940,0.898074,0.920409,0.019908,0.032512,0.002510,-0.009762,0.023542,-0.018436,0.684597,0.315403,0.735953,0.633651
270,-0.044017,-0.161379,-0.195076,-0.293615,-0.319126,-0.421634,-0.432069,-0.458442,-0.506491,-0.554001,-0.541130,-0.512022,-0.511755,-0.540131,-0.617992,-0.660249,-0.000229,0.959129,0.878863,0.963883,-0.006844,-0.107547,-0.104504,0.040375,0.278408,0.268972,0.605142,0.394858,0.322343,0.200871
270,-0.044214,-0.161381,-0.194194,-0.298457,-0.324255,-0.423808,-0.433924,-0.459714,-0.506911,-0.554418,-0.541310,-0.513244,-0.513172,-0.542837,-0.629667,-0.691744,-0.000229,0.959936,0.876577,0.961634,-0.016359,-0.088050,-0.107703,0.035666,0.296648,0.309608,0.606944,0.393056,0.319087,0.186200
270,-0.044199,-0.161393,-0.194128,-0.298469,-0.324322,-0.423808,-0.433718,-0.459696,-0.507001,-0.554232,-0.541267,-0.513265,-0.513029,-0.542663,-0.629671,-0.692340,-0.000229,0.959911,0.876556,0.962785,-0.017934,-0.082845,-0.104800,0.042672,0.299820,0.335564,0.606969,0.393031,0.319387,0.186366
270,-0.006738,-0.079118,-0.040624,-0.055988,-0.142023,-0.350956,-0.390168,-0.413710,-0.419705,-0.446291,-0.439192,-0.436466,-0.369135,-0.313080,-0.289399,-0.203161,-0.000229,0.973036,0.547274,0.760155,-0.047102,-0.302938,-0.212361,0.007791,0.208380,0.061110,0.572020,0.427980,0.486979,0.394753
270,-0.013957,-0.078459,-0.119977,-0.257703,-0.434421,-0.537402,-0.470749,-0.443892,-0.457561,-0.490666,-0.500699,-0.495942,-0.496233,-0.521296,-0.631001,-0.742892,0.000000,0.699745,0.778409,1.133549,-0.018588,-0.357562,-0.209983,-0.015223,0.327196,0.598668,0.676234,0.323766,0.690423,0.552631
270,-0.018630,-0.080517,-0.127115,-0.263453,-0.441217,-0.531331,-0.472591,-0.444947,-0.455780,-0.491668,-0.496963,-0.481842,-0.482877,-0.512549,-0.625268,-0.684238,-0.000229,0.667645,0.786072,1.139831,-0.016691,-0.347964,-0.213370,0.006196,0.333691,0.556202,0.669989,0.330011,0.664139,0.567231
270,-0.140398,-0.255279,-0.278279,-0.309000,-0.315584,-0.382304,-0.434531,-0.488175,-0.525826,-0.599392,-0.628283,-0.628258,-0.599715,-0.601409,-0.603572,-0.572176,-0.000333,0.740561,0.916180,0.966255,0.026349,0.015747,0.011689,-0.028490,0.007737,0.004924,0.676456,0.323544,0.479587,0.358718
270,-0.119382,-0.259871,-0.277831,-0.308330,-0.307285,-0.383391,-0.436247,-0.480656,-0.534148,-0.598485,-0.636171,-0.629790,-0.617237,-0.605571,-0.612779,-0.584711,-0.000333,0.779870,0.895317,0.947107,0.017505,0.029081,0.033079,0.011342,-0.009173,-0.029315,0.675559,0.324441,0.503028,0.347326
270,-0.118860,-0.259846,-0.277816,-0.308429,-0.307221,-0.383460,-0.436215,-0.480942,-0.534058,-0.598558,-0.636194,-0.629660,-0.616340,-0.605711,-0.612226,-0.584041,-0.000333,0.779496,0.894819,0.947552,0.017871,0.028597,0.033517,0.017625,-0.010326,-0.006138,0.675500,0.324500,0.503732,0.348393
270,-0.113935,-0.253500,-0.276020,-0.305038,-0.306153,-0.376803,-0.439433,-0.473767,-0.526777,-0.589690,-0.632512,-0.628733,-0.614590,-0.601036,-0.621712,-0.583754,-0.000292,0.799978,0.894977,0.954808,0.010130,0.045288,0.041202,-0.000043,-0.007136,-0.017678,0.671421,0.328579,0.517133,0.353172
270,-0.035433,-0.110370,-0.161389,-0.291324,-0.429646,-0.493691,-0.473958,-0.455649,-0.453560,-0.546759,-0.533517,-0.527598,-0.520869,-0.506993,-0.636465,-0.571251,-0.000250,0.928190,0.798423,1.038588,0.014153,-0.333582,-0.212424,-0.006528,0.156461,0.280832,0.610999,0.389001,0.288283,0.208296
270,-0.036890,-0.123927,-0.180113,-0.289291,-0.394527,-0.498498,-0.470938,-0.451456,-0.459135,-0.516023,-0.528595,-0.511899,-0.520103,-0.551108,-0.628061,-0.708560,-0.000250,0.944539,0.834941,1.035614,0.014431,-0.292770,-0.216836,0.013062,0.220927,0.338292,0.609665,0.390335,0.280224,0.173548
270,-0.036350,-0.123981,-0.180051,-0.289319,-0.394590,-0.498577,-0.470857,-0.451569,-0.459087,-0.515573,-0.528583,-0.511853,-0.520124,-0.550899,-0.627981,-0.708909,-0.000250,0.944757,0.830528,1.027897,-0.005342,-0.299962,-0.214623,0.000034,0.227892,0.348807,0.609500,0.390500,0.280181,0.173099
270,-0.034868,-0.164502,-0.230353,-0.273437,-0.367133,-0.493392,-0.449959,-0.445043,-0.465432,-0.492495,-0.513358,-0.501871,-0.518383,-0.514857,-0.586958,-0.680890,-0.000229,0.955229,0.830976,0.995563,0.065013,-0.256111,-0.209784,0.025756,0.163540,0.178221,0.607547,0.392453,0.294979,0.196558
270,-0.012381,-0.068038,-0.107280,-0.265910,-0.393163,-0.523660,-0.459092,-0.438073,-0.451995,-0.480322,-0.498909,-0.480349,-0.489469,-0.511758,-0.608924,-0.680709,-0.000229,0.981752,0.791178,1.107263,-0.045238,-0.306543,-0.204855,-0.061863,0.320720,0.507719,0.580357,0.419643,0.287155,0.180976
180,-0.001999,-0.016476,-0.026302,-0.001019,-0.010546,-0.018199,-0.026031,-0.023003,-0.017346,-0.038680,-0.049728,-0.053387,-0.060984,-0.076530,-0.082846,-0.067578,0.000000,0.998763,0.071213,0.064961,0.010392,0.015163,0.001045,0.005261,0.006201,0.014400,0.508104,0.491896,0.259660,0.249834
180,0.006417,-0.017387,-0.003808,0.002624,0.002887,-0.013982,-0.021629,-0.016183,-0.018933,-0.035322,-0.050601,-0.041590,-0.053598,-0.070604,-0.077926,-0.058346,0.000000,0.999294,0.051993,0.041351,0.004916,0.016402,-0.002029,0.001125,0.009703,0.011877,0.506244,0.493756,0.455825,0.446172
180,0.003730,-0.012021,0.011674,0.007631,0.000480,-0.019692,-0.020539,-0.027614,-0.020766,-0.035022,-0.043095,-0.040684,-0.055085,-0.078407,-0.073740,-0.054721,0.000000,0.993715,0.060711,0.079137,0.021722,0.024365,0.001163,0.020449,0.012836,-0.008309,0.509289,0.490711,0.658769,0.651013
180,-0.011638,-0.050858,-0.067682,-0.029878,-0.031699,-0.040292,-0.046725,-0.045206,-0.041429,-0.077696,-0.092363,-0.076124,-0.083502,-0.115567,-0.112357,-0.109036,0.000000,0.848905,0.152946,0.046199,-0.009229,-0.002985,0.029016,0.129964,0.011613,-0.035218,0.531291,0.468709,1.069326,1.059863
180,-0.015986,-0.049114,-0.048966,-0.022555,-0.026821,-0.045526,-0.054767,-0.054874,-0.058844,-0.080354,-0.095154,-0.091996,-0.104428,-0.114397,-0.123349,-0.105097,0.000000,0.991126,0.126868,0.124240,0.010367,0.012433,-0.003507,0.001713,0.005606,0.002952,0.526350,0.473650,0.464729,0.433174
180,-0.015755,-0.049080,-0.048910,-0.022565,-0.026832,-0.045477,-0.054960,-0.054944,-0.059059,-0.080189,-0.094900,-0.092080,-0.103744,-0.114480,-0.123095,-0.104886,0.000000,0.991137,0.126681,0.123274,0.010222,0.012176,-0.002721,0.002470,0.004416,0.003918,0.526479,0.473521,0.472061,0.439936
180,-0.015748,-0.049064,-0.048908,-0.022566,-0.026849,-0.045470,-0.054954,-0.055011,-0.059114,-0.080316,-0.095130,-0.092049,-0.103689,-0.114446,-0.123280,-0.104805,0.000000,0.991148,0.126495,0.123747,0.010326,0.012656,-0.002647,0.000746,-0.001196,0.004350,0.526446,0.473554,0.471429,0.439458
180,-0.009824,-0.048597,-0.049842,-0.031649,-0.029366,-0.040875,-0.059488,-0.054404,-0.055407,-0.083859,-0.094280,-0.091877,-0.099277,-0.118767,-0.117873,-0.104239,0.000000,0.990280,0.137304,0.117095,0.015417,0.017994,0.016372,-0.009273,-0.012647,0.005052,0.530594,0.469406,0.713992,0.675501
180,-0.001878,-0.021590,-0.024716,-0.005418,-0.017884,-0.026451,-0.040460,-0.030646,-0.035669,-0.054352,-0.054215,-0.050703,-0.061212,-0.075515,-0.084904,-0.070919,0.000000,0.998803,0.071058,0.073357,0.013333,0.013902,0.002706,0.011196,0.004724,0.009493,0.509049,0.490951,0.293297,0.283098
180,-0.001951,-0.022448,-0.025437,-0.005422,-0.017858,-0.026668,-0.040604,-0.030675,-0.035962,-0.054331,-0.054338,-0.050914,-0.061170,-0.075943,-0.085613,-0.071570,0.000000,0.998848,0.085146,0.071819,0.014318,0.013966,-0.002094,0.010466,0.003176,0.012650,0.509461,0.490539,0.275476,0.262667
180,-0.001946,-0.022417,-0.025436,-0.005421,-0.017804,-0.026637,-0.040580,-0.030629,-0.035880,-0.054350,-0.054444,-0.050872,-0.061267,-0.075989,-0.085575,-0.071641,0.000000,0.998848,0.083451,0.072495,0.015526,0.014212,-0.000397,0.006029,0.002017,0.013174,0.509462,0.490538,0.275852,0.263028
